1000	0.013914687333333333	0.053559455666666665	0.0029785093333333334	0.11808253666666667
2000	0.004927752666666667	0.18358876999999998	0.006506326	0.23158035633333332
3000	0.009597823	0.3703670606666667	0.013830494666666667	0.4093542620000001
4000	0.022790648666666666	0.6960262086666665	0.02450131633333334	0.8701381759999999
5000	0.028075423333333335	1.2044385523333334	0.041396599	1.3107615536666666
6000	0.03950714633333333	1.5350171556666667	0.05794532	1.581473472
7000	0.055317852	2.5880551026666665	0.087296112	2.614686267333333
8000	0.08106337533333334	3.167809814	0.10940000133333333	3.354114404666667
9000	0.09776084133333333	4.6459639956666665	0.14425730533333334	4.160220422999999
10000	0.12028462033333333	5.237478698333334	0.18220815633333332	5.622563145333333
11000	0.15404237833333334	6.751425478333334	0.22897325233333335	5.714594944000001
12000	0.20230327433333337	8.568462896666666	0.27982033933333333	8.476989288
13000	0.22410742166666667	8.341668272666666	0.356717624	9.428946902333331
14000	0.259441894	10.330501243999999	0.403156874	10.784709209333334
15000	0.31804211833333335	13.422293556	0.49756790933333334	12.426580608333333
